ingredient_a,ingredient_b,reason,notice_no,product_rows
atazanavir,naproxen,아타자나비르의 혈중농도 감소,20230045,11
ethyl esters of the iodised fatty acids of poppyseed oil,saxagliptin,기능적 신부전에 의해 유산 산성증 촉진,20200061,6
dabigatran etexilate,st john's wort 80% methanol ext,다비가트란의 혈중농도 감소,20180088,4
doravirine,rifampicin,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,16
haloperidol,vandetanib,QT간격 연장 위험 증가,20190131,24
diluted nitroglycerin,micronized riociguat,혈압강하작용 증가,20170086,40
gliclazide,iopromide,기능성 신부전에 의한 유산산성증 촉진,20110188,9
ketorolac tromethamine,nimesulide,중증의 위장관계 이상반응,20080068,20
atazanavir,calcium,아타자나비르의 혈중농도 감소,20230045,18
omidenepag isopropyl,tafluprost,"중등도 이상의 눈부심, 홍채염 등의 안염증이 유발될 우려가 있음",20220049,8
isotretinoin,tigecycline,가성뇌종양 보고,20250046,28
morphine,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20080056,24
selegiline,sumatriptan,"동맥 고혈압, 관상동맥 수축",20080056,7
ritonavir,tolvaptan,"탈수, 저혈량증 및 고칼륨혈증의 가능성",20250046,8
isotretinoin,tetracycline,테트라사이클린 가성뇌종양 보고,20040002,14
carbamazepine,emtricitabine,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,10
bictegravir,micronized dolutegravir,"라미부딘이 엠트리시타빈의 세포내 인산화를 저해할 수도 있음. 동일한 역전사효소 유전자(M184V) 변이를 통해 바이러스 내성 기전이 일어나므로, 병용 시 치료 효과가 제한적일 수 있음",20220049,1
pibrentasvir,valsartan,횡문근융해증을 포함한 근육병증 위험 가능,20230083,16
alogliptin,iopromide,기능적 신부전에 의해 유산 산성증 촉진,20200061,54
evogliptin,iopromide,기능적 신부전에 의해 유산 산성증 촉진,20200061,36
atazanavir,finerenone,Finerenone 혈중농도의 현저한 증가가 예상됨,20240030,2
finerenone,st john's wort 80% methanol ext,Finerenone 혈중농도의 현저한 감소 및 치료효과 감소가 예상됨,20240030,4
carbamazepine,finerenone,Finerenone 혈중농도의 현저한 감소 및 치료효과 감소가 예상됨,20240030,20
atropine,oxatomide,항콜린 작용 증가,20080056,5
domperidone,mequitazine,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",20150090,34
magnesium hydroxide,rilpivirine,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,20230045,2
darunavir ethanolate,ergotamine,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",20100278,2
dexketoprofen trometamol,ketorolac tromethamine,"상가적인 위장관 궤양, 출혈의 위험",20080056,10
nirmatrelvir,silodosin,기립성저혈압의 가능성,20250046,10
carbamazepine,selegiline,"고혈압, 저혈압, 발한을 동반한 심각한 중추신경계 이상반응(현기, 진전, 발작 등)",20070030,10
epinephrine,procaterol,부정맥 또는 심정지 유도,20080056,12
ritonavir,tolvaptan sd powder,"탈수, 저혈량증 및 고칼륨혈증의 가능성",20250046,4
ceritinib,digoxin,심장 박동수와 혈압을 정기적으로 모니터링할 것,20250086,3
domperidone,nilotinib,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성",20150090,34
hydroxyzine,sotalol,심부정맥 위험 증가 가능,20180088,4
phenytoin,tenofovir disoproxil,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,2
epinephrine,fenoterol,부정맥 또는 심정지 유도,20080056,6
atazanavir,pantoprazole,아타자나비르의 혈중농도 감소,20230045,43
mirtazapine,selegiline,"구역, 구토, 안면홍조, 어지러움, 진전, 산동, 강직, 발한, 고온증, 심장지표의 빠른 변화, 자율신경계의 불안정, 정신상태의 변화",20040002,32
entacapone,haloperidol decanoate,Levodopa의 치료효과 감소,20190131,18
adefovir dipivoxil,tenofovir alafenamide hemifumarate,신장청소율을 감소시켜 양쪽 약물 모두 혈장농도 상승,20110009,28
abacavir,tenofovir alafenamide hemifumarate,"라미부딘이 엠트리시타빈의 세포내 인산화를 저해할 수도 있음. 동일한 역전사효소 유전자(M184V) 변이를 통해 바이러스 내성 기전이 일어나므로, 병용 시 치료 효과가 제한적일 수 있음",20220049,4
evogliptin,ioversol,기능적 신부전에 의해 유산 산성증 촉진,20200061,40
gemigliptin,iopromide,기능적 신부전에 의해 유산 산성증 촉진,20200061,45
glibenclamide,iobitridol,기능성 신부전에 의한 유산산성증 촉진,20110188,32
metformin,sofosbuvir,횡문근융해증을 포함한 근육병증 위험 증가 가능,20230083,6
adefovir dipivoxil,emtricitabine,양쪽 약물 모두 혈장농도 상승 가능,20110188,28
omega-3-acid ethyl esters90,posaconazole,"근육병증, 횡문근융해 위험 증가 가능",20230083,14
emtricitabine,ibrutinib,Ibrutinib의 혈중 농도 증가,20250086,1
nirmatrelvir,phenobarbital,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Phenobarbital 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20250046,3
lamivudine,tenofovir alafenamide hemifumarate,"라미부딘이 엠트리시타빈의 세포내 인산화를 저해할 수도 있음. 동일한 역전사효소 유전자(M184V) 변이를 통해 바이러스 내성 기전이 일어나므로, 병용 시 치료 효과가 제한적일 수 있음",20220049,14
ritonavir,ticagrelor,Ticagrelor의 혈중농도를 증가시킬 수 있음,20250046,20
selegiline,tapentadol,"세로토닌성 증후군(고혈압, 고열, 간대성 근경련, 정신상태 변화 등) 위험 증가 가능성",20160155,4
ethyl esters of the iodised fatty acids of poppyseed oil,rosuvastatin,기능적 신부전에 의해 유산 산성증 촉진,20200061,18
dabigatran etexilate,rifampicin,다비가트란의 혈중농도 감소,20180088,16
doravirine,pyrazinamide,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,2
haloperidol,sotalol,QT간격 연장 위험 증가,20190131,12
desvenlafaxine,selegiline,"세로토닌성 증후군(고혈압, 고열, 간대성 근경련, 정신상태 변화 등) 위험 증가 가능성",20160155,18
eslicarbazepine,oxcarbazepine,활성대사체의 과다노출을 유발할 수 있음,20250086,14
methotrexate,piroxicam β-cyclodextrin,신세뇨관에서 Methotrexate 배설이 지연되어 Methotrexate의 혈액학적 독성 증가,20110070,15
ledipasvir,valsartan,횡문근융해증을 포함한 근육병증 위험 증가 가능,20230083,49
ledipasvir,omega-3-acid ethyl esters90,횡문근융해증을 포함한 근육병증 위험 증가 가능,20230083,15
amiodarone,tenofovir alafenamide,Amiodarone 혈중농도 증가,20190131,2
azithromycin,caffeine,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",20100278,16
rifampicin,ritonavir,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Rifampicin 함유제제 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20210113,8
ivabradine,verapamil,이바브라딘의 혈중농도 증가,20160155,12
lamivudine,rifampicin,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,8
flecainide,mizolastine,심실성부정맥,20080056,2
gliclazide,iomeprol,기능성 신부전에 의한 유산산성증 촉진,20110188,13
cabozantinib s-malate,diphenylhydantoin,Cabozantinib의 혈장 노출 감소,20250086,9
brigatinib,carbamazepine,Brigatinib의 혈장 농도를 감소시킬 수 있음,20250086,30
brigatinib,isoniazid,Brigatinib의 혈장 농도를 감소시킬 수 있음,20250086,6
brigatinib,ethambutol,Brigatinib의 혈장 농도를 감소시킬 수 있음,20250086,3
emtricitabine,sildenafil,"Sildenafil 혈중농도 증가, 병용투여 할 경우에는 Sildenafil의 투여용량이 25mg을 초과하지 않도록 하며, 48시간 내 재투여 금지",20190131,91
rifampicin,tenofovir alafenamide hemifumarate,Bictegravir의 혈중 농도 감소로 인해 치료 효과 소실 및 내성 발현 야기 가능,20250086,8
doxepin,selegiline,"근독성, 간질, 세로토닌성 증후군(고혈압, 고열, 간대성 근경련, 정신상태 변화 등)",20070068,6
dapagliflozin bis,iopromide,기능적 신부전에 의해 유산 산성증 촉진,20200061,108
enavogliflozin,iopromide,기능적 신부전에 의해 유산 산성증 촉진,20200061,27
fimasartan,posaconazole,"근육병증, 횡문근융해 위험 증가 가능",20230083,12
carbamazepine,lurasidone,Lurasidone의 노출을 감소시킬 수 있음,20250046,50
acitretin,methotrexate,간 독성,20040002,18
clomipramine,sumatriptan,세로토닌 증후군,20050017,42
trastuzumab emtansine,voriconazole,이 약의 구성 성분인 DM1이 주로 CYP3A4에 의해 대사됨. 강한 CYP3A4억제제와 병용시 DM1 노출과 독성 증가 가능성,20160155,4
entrectinib,rifampicin,Entrectinib의 전신 노출 감소,20250086,16
diphenylhydantoin,etravirine,에트라비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,20150021,3
pantoprazole hemimagnesium,rilpivirine,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,20150021,1
rifabutin,rilpivirine micronized,Rilpivirine 혈중농도 감소로 치료효과 감소 혹은 내성발현,20250046,1
rifampicin,rilpivirine micronized,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,20150021,6
azithromycin,ergotamine,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",20100278,16
primidone,ritonavir,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Primidone 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20250046,1
nirmatrelvir,propafenone,심장 부정맥의 가능성,20250046,5
nirmatrelvir,sirolimus,Sirolimus의 혈중농도를 증가시킬 수 있음,20250046,6
diphenylhydantoin,ponatinib,Ponatinib의 노출 감소,20250086,6
anastrozole,tamoxifen,anastrozole의 혈장농도 감소,20080056,28
imipramine,pimozide,QT연장,20050017,2
pimozide,sertraline,QT 간격 연장,20090300,21
dabigatran etexilate,isoniazid,다비가트란의 혈중농도 감소,20180088,4
domperidone,ritonavir,"QTc 연장 효과 증대로 심각한 위험(Torsade de Pointes, 심각한 심실성 부정맥 포함) 가능성. 강력한 CYP억제제가 돔페리돈의 대사를 감소시켜, 돔페리돈의 영향(이상반응 포함) 증대 가능성",20150090,17
iobitridol,saxagliptin,기능적 신부전에 의해 유산 산성증 촉진,20200061,16
enavogliflozin,iobitridol,기능적 신부전에 의해 유산 산성증 촉진,20200061,24
selegiline,vortioxetine,"세로토닌성 증후군(고혈압, 고열, 간대성 근경련, 정신상태 변화 등) 위험 증가 가능성",20160155,7
isoniazid,nanoliposomal irinotecan,이리노테칸 활성 대사물(SN-38)의 혈중 농도가 저하되어 작용 감소,20250086,2
cabozantinib s-malate,ethambutol,Cabozantinib의 혈장 노출 감소,20250086,3
isoniazid,ixazomib,Ixazomib의 효과 감소,20250086,6
pimozide,ziprasidone,QT 간격 연장,20110070,4
dronedarone,ziprasidone,QT 간격 연장,20110070,8
atorvastatin strontium pentahydrate,pibrentasvir,횡문근융해증을 비롯한 근육질환 등 중증 이상반응,20200130,4
amiodarone,cobicistat,Amiodarone 혈중농도 증가,20190131,2
lurasidone,phenytoin,Lurasidone의 노출을 감소시킬 수 있음,20250046,10
diphenylhydantoin,lurasidone,Lurasidone의 노출을 감소시킬 수 있음,20250046,15
amlodipine camsylate,ledipasvir,횡문근융해증을 포함한 근육병증 위험 증가 가능,20230083,6
hydroxyzine,vandetanib,심부정맥 위험 증가 가능,20180088,8
oxcarbazepine,rilpivirine,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,20150021,6
carbamazepine,rilpivirine,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,20150021,10
cyclosporine,dronedarone,Dronedarone 노출량 증가,20250046,30
ergotamine,sumatriptan,혈압상승 및 맥각독성(말초혈관수축증가) 위험,20040002,7
sumatriptan,zolmitriptan,"상가적인 혈관수축반응, 현저한 혈압상승",20070030,7
carbamazepine,dabigatran etexilate,다비가트란의 혈중농도 감소,20180088,20
lamivudine,oxcarbazepine,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,7
ethambutol,lamivudine,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,1
diluted nitroglycerin,sildenafil,혈압강하작용 증가,20080056,728
alitretinoin,minocycline,양성 두개내압 상승(가성뇌종양) 보고,20250046,51
cobicistat,naproxen,아타자나비르의 혈중농도 감소,20230045,11
carbamazepine,glecaprevir,Glecaprevir와 Pibrentasvir의 혈장 농도가 유의하게 감소하여 이 약의 바이러스학적 반응 감소 가능,20200130,10
carbamazepine,elvitegravir,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,10
emtricitabine,pyrazinamide,Bictegravir의 혈중 농도 감소로 인해 치료 효과 소실 및 내성 발현 야기 가능,20250086,1
doxycycline hyclate,isotretinoin,두개내 고혈압,20040002,28
candesartan cilexetil,glecaprevir,횡문근융해증을 포함한 근육병증 위험 가능,20230083,5
formoterol,norepinephrine,부정맥 또는 심정지,20100246,9
oxcarbazepine,rilpivirine micronized,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,20150021,7
fosphenytoin,rilpivirine micronized,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,20150021,2
enzalutamide,palbociclib,팔보시클립의 혈장 농도 감소,20180088,63
cyclosporine,nirmatrelvir,"Cyclosporine의 혈중농도를 증가시키고 중대한 이상반응 초래할 수 있음. 병용투여할 경우, 면역억제제의 용량 조절 및 이상반응에 대한 면밀한 모니터링 권장됨",20250046,15
ethambutol,nirmatrelvir,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Rifampicin 함유제제 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20210113,1
pyrazinamide,ritonavir,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Rifampicin 함유제제 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20210113,1
